0001.out;0.007618845;3.43809E-4;3.04157E-4;3.19084E-4;3.53605E-4;3.03224E-4;3.24682E-4;4.27312E-4;2.93893E-4;2.32316E-4;
0002.out;4.34777E-4;2.5051E-4;2.56574E-4;2.56107E-4;3.70399E-4;2.79899E-4;2.56574E-4;2.43046E-4;2.63105E-4;2.04793E-4;
0003.out;2.62171E-4;2.92028E-4;2.64504E-4;1.86599E-4;2.33249E-4;1.91264E-4;2.02927E-4;1.79602E-4;2.78499E-4;2.91561E-4;
0004.out;4.57635E-4;4.01188E-4;3.5967E-4;3.69932E-4;3.00891E-4;3.13953E-4;2.99492E-4;2.9296E-4;2.68703E-4;2.92961E-4;
0005.out;3.93725E-4;3.38211E-4;1.86132E-4;2.14123E-4;1.82867E-4;2.34648E-4;1.47413E-4;2.01994E-4;1.5441E-4;1.60942E-4;
0006.out;2.1319E-4;3.83461E-4;2.07125E-4;2.19254E-4;1.59076E-4;1.75869E-4;1.36217E-4;1.68405E-4;4.08652E-4;1.64207E-4;
0007.out;2.43512E-4;1.22689E-4;1.25488E-4;1.42748E-4;1.34351E-4;1.11493E-4;1.40416E-4;1.24088E-4;1.09627E-4;1.04962E-4;
0008.out;1.1196E-4;9.7498E-5;9.3766E-5;1.01697E-4;1.26421E-4;1.80535E-4;1.26888E-4;9.5632E-5;1.04962E-4;1.15692E-4;
0009.out;2.08991E-4;1.60942E-4;1.53945E-4;1.63274E-4;1.50678E-4;1.46481E-4;1.46014E-4;2.09925E-4;1.72604E-4;2.52376E-4;
0010.out;2.33249E-4;1.34818E-4;1.44148E-4;1.45547E-4;1.08227E-4;1.06828E-4;1.11493E-4;1.09627E-4;1.22222E-4;1.18491E-4;
0011.out;2.47244E-4;1.45547E-4;1.56277E-4;1.53478E-4;1.5581E-4;2.37447E-4;2.45844E-4;2.37447E-4;2.30916E-4;2.15523E-4;
0012.out;1.64674E-4;1.12426E-4;1.1849E-4;1.07294E-4;1.18024E-4;1.04962E-4;9.8431E-5;1.04962E-4;1.17557E-4;1.24088E-4;
0013.out;2.00594E-4;9.4232E-5;1.20357E-4;9.4232E-5;9.6099E-5;1.76336E-4;1.55344E-4;1.22222E-4;1.23155E-4;1.10094E-4;
0014.out;2.03859E-4;1.87066E-4;1.83334E-4;1.96862E-4;2.43512E-4;1.96862E-4;1.93596E-4;2.18321E-4;3.08356E-4;1.25955E-4;
0015.out;1.12893E-4;1.08228E-4;9.7965E-5;1.16158E-4;1.26421E-4;1.02163E-4;9.2366E-5;8.8634E-5;8.9568E-5;7.8371E-5;
0016.out;1.9313E-4;1.2922E-4;1.20823E-4;1.15692E-4;1.33418E-4;1.3855E-4;1.23155E-4;1.7447E-4;1.2782E-4;1.12892E-4;
0017.out;1.61875E-4;1.32952E-4;1.31086E-4;1.17558E-4;1.12893E-4;1.26421E-4;1.52078E-4;1.30153E-4;1.32019E-4;1.48346E-4;
0018.out;1.3715E-4;1.23622E-4;1.07761E-4;1.24555E-4;1.58609E-4;1.56743E-4;2.05725E-4;1.43682E-4;1.79601E-4;1.07294E-4;
0019.out;2.01061E-4;1.96396E-4;2.18788E-4;2.09924E-4;1.53011E-4;1.4788E-4;1.87998E-4;1.98262E-4;1.72604E-4;1.61408E-4;
0020.out;2.25319E-4;1.55344E-4;1.42748E-4;1.34352E-4;1.32486E-4;1.38083E-4;1.42282E-4;1.41349E-4;1.59076E-4;1.42748E-4;
0021.out;0.018592277;1.27821E-4;1.10094E-4;1.07761E-4;1.04029E-4;9.9364E-5;1.00297E-4;1.15225E-4;1.1196E-4;1.08694E-4;
0022.out;2.0386E-4;1.60009E-4;1.50679E-4;1.28753E-4;1.03563E-4;9.8431E-5;1.52078E-4;1.02629E-4;9.4233E-5;1.78202E-4;
0023.out;2.26252E-4;2.31383E-4;2.0386E-4;1.90798E-4;1.98262E-4;1.2922E-4;1.40415E-4;1.33885E-4;1.33885E-4;1.25488E-4;
0024.out;1.88465E-4;1.83334E-4;1.80535E-4;1.67006E-4;1.67939E-4;1.59543E-4;1.13359E-4;9.8898E-5;1.04962E-4;1.2782E-4;
0025.out;2.12723E-4;1.31086E-4;1.4648E-4;1.25954E-4;1.69338E-4;1.32485E-4;1.22222E-4;1.04029E-4;1.01697E-4;1.11027E-4;
0026.out;1.06362E-4;3.81129E-4;1.70739E-4;1.00297E-4;1.36217E-4;1.24089E-4;1.51612E-4;1.39483E-4;9.2367E-5;8.397E-5;
0027.out;1.85666E-4;1.32952E-4;1.90331E-4;2.16455E-4;2.06659E-4;1.98262E-4;2.0246E-4;1.98261E-4;2.1459E-4;2.08058E-4;
0028.out;2.42112E-4;1.26421E-4;1.07295E-4;9.5165E-5;8.8169E-5;8.5836E-5;8.5835E-5;1.44148E-4;1.17558E-4;1.19424E-4;
0029.out;1.95463E-4;9.19E-5;8.0238E-5;8.3036E-5;8.9568E-5;7.6972E-5;7.6505E-5;7.6972E-5;7.6039E-5;7.8838E-5;
0030.out;9.0034E-5;7.324E-5;7.2308E-5;7.6039E-5;7.5573E-5;1.32952E-4;8.3037E-5;7.7906E-5;7.2774E-5;7.2774E-5;
0031.out;1.35751E-4;8.4437E-5;8.3036E-5;8.2104E-5;8.7702E-5;9.0034E-5;8.2104E-5;8.0704E-5;8.1171E-5;8.1637E-5;
0032.out;1.24088E-4;1.00298E-4;9.7964E-5;9.983E-5;1.09161E-4;1.18957E-4;9.5166E-5;9.33E-5;9.3766E-5;1.61408E-4;
0033.out;1.33418E-4;1.08694E-4;1.09161E-4;1.11959E-4;1.04495E-4;1.04029E-4;1.15225E-4;1.13359E-4;1.06361E-4;1.01697E-4;
0034.out;1.56744E-4;1.00297E-4;8.7235E-5;8.7702E-5;8.6769E-5;9.1434E-5;8.6769E-5;8.6303E-5;1.00763E-4;9.5632E-5;
0035.out;1.39949E-4;9.1434E-5;8.8168E-5;8.6302E-5;8.8168E-5;9.2367E-5;9.2833E-5;8.8635E-5;8.7702E-5;8.8169E-5;

0001.out;0.001664931;2.0525E-5;1.3528E-5;1.3995E-5;1.3062E-5;1.2596E-5;1.3528E-5;2.2392E-5;3.4054E-5;2.8923E-5;
0002.out;3.3588E-5;1.7727E-5;1.6794E-5;1.7727E-5;3.1722E-5;1.2129E-5;2.6124E-5;2.0526E-5;1.1663E-5;1.1196E-5;
0003.out;2.4258E-5;9.796E-6;9.33E-6;9.33E-6;8.397E-6;8.864E-6;8.864E-6;2.3791E-5;1.2129E-5;8.864E-6;
0004.out;1.3528E-5;1.2129E-5;2.3791E-5;3.732E-5;9.797E-6;9.797E-6;1.1196E-5;1.4928E-5;1.3062E-5;1.3995E-5;
0005.out;1.2596E-5;1.1196E-5;1.073E-5;9.796E-6;1.7726E-5;4.0585E-5;7.931E-6;7.464E-6;9.33E-6;7.931E-6;
0006.out;1.3528E-5;2.6124E-5;2.9856E-5;1.3529E-5;9.33E-6;1.1196E-5;9.33E-6;1.073E-5;8.863E-6;8.864E-6;
0007.out;1.0263E-5;8.864E-6;7.93E-6;8.397E-6;1.2595E-5;8.397E-6;8.397E-6;9.796E-6;8.397E-6;8.864E-6;
0008.out;1.1663E-5;1.1196E-5;1.2596E-5;1.4462E-5;9.33E-6;1.1196E-5;1.3061E-5;8.863E-6;1.1663E-5;9.329E-6;
0009.out;1.6794E-5;1.5861E-5;1.4462E-5;1.7727E-5;1.8193E-5;2.6124E-5;2.1925E-5;1.4461E-5;1.5394E-5;1.4462E-5;
0010.out;2.2859E-5;1.5861E-5;1.4928E-5;2.1926E-5;1.6794E-5;1.3995E-5;1.4462E-5;1.5861E-5;1.6794E-5;1.4928E-5;
0011.out;2.2392E-5;2.1925E-5;3.2189E-5;1.9593E-5;1.5861E-5;1.7727E-5;1.6328E-5;2.659E-5;2.4258E-5;1.5861E-5;
0012.out;2.0992E-5;1.3529E-5;1.4461E-5;1.1196E-5;1.3995E-5;1.3062E-5;1.1196E-5;1.4928E-5;1.073E-5;1.2595E-5;
0013.out;8.863E-6;8.864E-6;1.0263E-5;8.863E-6;8.864E-6;9.329E-6;1.2596E-5;9.33E-6;1.4928E-5;1.2595E-5;
0014.out;1.3529E-5;1.866E-5;1.1663E-5;1.1196E-5;1.1662E-5;1.1663E-5;1.1663E-5;1.4462E-5;1.7261E-5;1.1662E-5;
0015.out;1.7261E-5;9.33E-6;8.863E-6;1.2596E-5;1.1196E-5;2.0526E-5;3.0789E-5;9.796E-6;9.33E-6;8.863E-6;
0016.out;1.6794E-5;2.0526E-5;1.8193E-5;1.866E-5;1.7261E-5;2.1926E-5;1.5861E-5;1.5395E-5;1.4928E-5;1.5861E-5;
0017.out;1.866E-5;1.3528E-5;1.3061E-5;1.3528E-5;1.4928E-5;1.9127E-5;1.9593E-5;1.4928E-5;1.3995E-5;1.3062E-5;
0018.out;2.0059E-5;1.3062E-5;1.2596E-5;1.3062E-5;1.2595E-5;1.3994E-5;2.2392E-5;1.9593E-5;1.3062E-5;2.006E-5;
0019.out;2.5658E-5;1.9593E-5;2.0992E-5;1.9126E-5;2.3792E-5;1.866E-5;1.8659E-5;3.0789E-5;2.006E-5;1.9593E-5;
0020.out;4.0586E-5;2.939E-5;1.726E-5;2.0993E-5;1.4928E-5;1.6327E-5;1.6328E-5;1.5861E-5;2.0059E-5;1.4928E-5;
0021.out;1.6793E-5;1.5394E-5;1.4928E-5;1.4461E-5;1.4461E-5;2.8457E-5;2.2858E-5;1.866E-5;1.5395E-5;1.4928E-5;
0022.out;4.2917E-5;1.3528E-5;1.8193E-5;1.4461E-5;1.3528E-5;1.3062E-5;2.0059E-5;1.5394E-5;1.5394E-5;2.5658E-5;
0023.out;3.592E-5;1.866E-5;1.7727E-5;3.3588E-5;4.2451E-5;5.3647E-5;1.866E-5;1.6794E-5;1.5394E-5;1.8193E-5;
0024.out;1.5395E-5;1.4928E-5;2.0993E-5;3.0322E-5;1.5394E-5;1.4462E-5;1.3529E-5;1.3062E-5;1.3529E-5;3.1256E-5;
0025.out;1.5861E-5;1.4928E-5;3.1722E-5;1.6327E-5;1.5394E-5;1.4928E-5;1.4461E-5;4.1985E-5;1.1662E-5;1.1663E-5;
0026.out;1.2129E-5;1.6794E-5;1.1662E-5;1.3062E-5;1.2129E-5;1.2129E-5;1.2595E-5;1.2128E-5;1.2129E-5;1.3062E-5;
0027.out;1.866E-5;1.6327E-5;1.7727E-5;1.6794E-5;4.525E-5;2.0059E-5;1.9126E-5;1.8193E-5;1.7727E-5;1.8193E-5;
0028.out;3.8719E-5;9.2366E-5;3.2655E-5;3.1722E-5;2.6124E-5;2.1459E-5;1.9593E-5;1.4928E-5;2.006E-5;1.866E-5;
0029.out;1.5861E-5;1.3995E-5;1.5394E-5;1.6794E-5;1.6794E-5;1.3995E-5;1.3528E-5;1.1196E-5;1.1196E-5;1.1663E-5;
0030.out;1.2595E-5;1.1662E-5;1.1662E-5;1.9593E-5;1.2128E-5;1.866E-5;1.3062E-5;1.3529E-5;1.2129E-5;1.2129E-5;
0031.out;2.3791E-5;1.6328E-5;1.4461E-5;1.3995E-5;1.3995E-5;1.2129E-5;1.2596E-5;1.2596E-5;1.3528E-5;1.3062E-5;
0032.out;1.6794E-5;2.0526E-5;1.6794E-5;1.6794E-5;1.5395E-5;1.6794E-5;2.0992E-5;1.6794E-5;1.6794E-5;1.6328E-5;
0033.out;2.1459E-5;2.0059E-5;1.6794E-5;1.8193E-5;1.8193E-5;1.866E-5;1.8193E-5;1.9126E-5;2.0992E-5;2.0992E-5;
0034.out;1.7727E-5;1.6327E-5;2.0993E-5;1.4928E-5;1.6328E-5;1.6327E-5;1.5861E-5;1.6327E-5;1.6328E-5;1.7727E-5;
0035.out;1.9593E-5;1.6327E-5;1.866E-5;1.4928E-5;1.6327E-5;1.6328E-5;1.6794E-5;1.4461E-5;1.6327E-5;1.7727E-5;
