0001.out;0;0.002729504;0.002718308;0.002577891;0.002736968;0.002621742;0.002613345;0.002777088;0.002632938;0.002559697;0.002565762;
0002.out;0;2.85965E-4;2.79435E-4;2.80834E-4;2.85499E-4;2.85499E-4;2.81767E-4;2.84566E-4;2.78969E-4;2.841E-4;2.84566E-4;
0003.out;0;0.002766824;0.002820938;0.002761692;0.002770556;0.002768223;0.00274863;0.002669792;0.002651131;0.002758894;0.002752362;
0004.out;0;0.003101772;0.003291639;0.003264116;0.00327158;0.003217465;0.003181545;0.003151221;0.00320347;0.003056522;0.003048125;
0005.out;0;0.003328959;0.00335555;0.003321961;0.00337561;0.00331683;0.003390537;0.003631252;0.003599997;0.003674637;0.003653178;
0006.out;0;0.003905089;0.003807123;0.003777268;0.008826687;0.003790796;0.003908821;0.004972913;0.005101667;0.003744146;0.003795461;
0007.out;0;0.003982995;0.003986727;0.003989992;0.003908821;0.003868702;0.004343601;0.003922816;0.003880364;0.003867769;0.003851442;
0008.out;0;0.004191055;0.004093556;0.004162132;0.004221378;0.004174261;0.004184058;0.004190122;0.004158866;0.004181725;0.004177527;
0009.out;0;0.004481219;0.004632367;0.00470654;0.00482783;0.004755989;0.004635631;0.004697677;0.004636098;0.00506388;0.005031692;
0010.out;0;0.004744793;0.004725666;0.004763453;0.004790977;0.004683215;0.004765786;0.004744326;0.004680416;0.004802172;0.004700941;
0011.out;0;0.004932794;0.004678083;0.004755523;0.004870282;0.0047252;0.005175841;0.004710272;0.004987841;0.004775115;0.004804038;
0012.out;0;0.005741708;0.005745907;0.005653539;0.005579832;0.005479068;0.005350779;0.005285935;0.005474402;0.005303663;0.005259812;
0013.out;0;5.81728E-4;5.60269E-4;5.58403E-4;5.62601E-4;6.15317E-4;5.60736E-4;5.58869E-4;5.53272E-4;5.60736E-4;5.71465E-4;
0014.out;0;0.005513589;0.005456209;0.005495395;0.005561638;0.005513122;0.005582631;0.005199632;0.005713251;0.005312992;0.005400228;
0015.out;0;8.4157E-4;8.29907E-4;8.42969E-4;8.28041E-4;8.17779E-4;8.37838E-4;8.24776E-4;8.29441E-4;8.36438E-4;8.21977E-4;
0016.out;0;0.001127069;0.001125669;0.001128468;0.00111494;0.001112141;0.00347824;0.001148528;0.001149462;0.001133133;0.001121938;
0017.out;0;0.001418167;0.002253672;0.001776906;0.001797433;0.001526861;0.002518645;0.001737721;0.001986832;0.002770556;0.001780639;
0018.out;0;0.003424126;0.00228586;0.001978436;0.003873833;0.001984034;0.002565295;0.001979834;0.002027884;0.002054942;0.001857612;
0019.out;0;0.002251339;0.002243409;0.002286793;0.002805077;0.003478706;0.003567342;0.003888295;0.002427211;0.002482724;0.002828402;
0020.out;0;0.004721468;0.004719602;0.004622103;0.004815701;0.004097754;0.004765319;0.002739301;0.003310299;0.002797613;0.002732303;

0001.out;0;6.6244E-5;6.531E-5;6.5311E-5;6.5311E-5;6.531E-5;6.531E-5;6.5777E-5;6.5777E-5;6.5777E-5;6.5777E-5;
0002.out;0;8.397E-6;8.397E-6;8.397E-6;8.864E-6;1.6328E-5;7.93E-6;8.397E-6;8.397E-6;7.931E-6;7.93E-6;
0003.out;0;7.604E-5;7.5573E-5;7.5107E-5;7.5573E-5;7.6506E-5;7.5574E-5;7.4174E-5;7.4174E-5;7.3708E-5;7.3241E-5;
0004.out;0;9.2367E-5;7.9772E-5;8.0239E-5;8.1638E-5;8.1638E-5;8.1172E-5;8.1172E-5;8.0238E-5;8.0239E-5;8.0239E-5;
0005.out;0;8.8635E-5;8.7702E-5;8.8168E-5;8.7236E-5;8.7236E-5;8.7702E-5;8.7703E-5;8.8169E-5;8.7703E-5;8.7702E-5;
0006.out;0;1.00298E-4;9.4234E-5;9.5166E-5;9.4233E-5;9.47E-5;1.0403E-4;9.9365E-5;9.6566E-5;9.4234E-5;9.4234E-5;
0007.out;0;1.03097E-4;1.00764E-4;1.00764E-4;1.01231E-4;1.00764E-4;9.9831E-5;1.00765E-4;1.01231E-4;1.01231E-4;1.00764E-4;
0008.out;0;1.11494E-4;1.10561E-4;1.09161E-4;1.09161E-4;1.08695E-4;1.09162E-4;1.10561E-4;1.09162E-4;1.08229E-4;1.09161E-4;
0009.out;0;1.18491E-4;1.15226E-4;1.15226E-4;1.16159E-4;1.15226E-4;1.15226E-4;1.15226E-4;1.15226E-4;1.15693E-4;1.17558E-4;
0010.out;0;1.24556E-4;1.23157E-4;1.22223E-4;1.22223E-4;1.22224E-4;1.22223E-4;1.2269E-4;1.22224E-4;1.2409E-4;1.2269E-4;
0011.out;0;1.33887E-4;1.3062E-4;1.29221E-4;1.3062E-4;1.30154E-4;1.30621E-4;1.30621E-4;1.30621E-4;1.30154E-4;1.29687E-4;
0012.out;0;1.3995E-4;1.37152E-4;1.36685E-4;1.36685E-4;1.37152E-4;1.36685E-4;1.37152E-4;1.36685E-4;1.36685E-4;1.45083E-4;
0013.out;0;1.5861E-5;1.4928E-5;1.5395E-5;1.5394E-5;1.4928E-5;1.5395E-5;1.4928E-5;2.4724E-5;1.4928E-5;1.4928E-5;
0014.out;0;1.46481E-4;1.44149E-4;1.43683E-4;1.43682E-4;1.43683E-4;1.43682E-4;1.43683E-4;1.43683E-4;1.43682E-4;1.88467E-4;
0015.out;0;2.2859E-5;2.2392E-5;2.2392E-5;2.2859E-5;2.2392E-5;2.2392E-5;2.1926E-5;2.2392E-5;2.1925E-5;2.2392E-5;
0016.out;0;2.9856E-5;2.9856E-5;2.9856E-5;2.939E-5;2.9389E-5;2.9856E-5;2.9389E-5;3.0323E-5;2.939E-5;2.939E-5;
0017.out;0;4.1052E-5;3.7786E-5;3.6853E-5;3.6854E-5;3.6854E-5;3.6853E-5;3.6387E-5;3.6853E-5;3.6853E-5;3.6387E-5;
0018.out;0;4.5251E-5;4.3851E-5;4.3851E-5;4.4318E-5;4.4317E-5;4.6184E-5;4.4784E-5;4.4318E-5;4.4318E-5;4.5251E-5;
0019.out;0;5.2248E-5;5.1315E-5;5.1315E-5;5.0849E-5;5.1315E-5;5.1315E-5;5.1315E-5;5.1315E-5;5.1781E-5;5.1315E-5;
0020.out;0;6.0645E-5;6.0179E-5;5.878E-5;5.8779E-5;5.8313E-5;5.8779E-5;5.8779E-5;5.8779E-5;5.8779E-5;5.8779E-5;
