0003.out;0;0.024677962;0.02562123;0.026439007;0.024360274;0.024598657;0.022996222;0.022342652;0.022344985;0.023168361;0.12454067;
0003.out;1;0.024216125;0.024103231;0.024310825;0.024158278;0.022634216;0.022775566;0.022211565;0.02306853;0.022770901;0.022278742;
0003.out;2;0.022955636;0.022720986;0.022795159;0.022846008;0.022891259;0.022191039;0.022111267;0.022084676;0.022384171;0.02242429;
0003.out;3;0.02224702;0.02290432;0.022984093;0.030828792;0.022305798;0.022456012;0.022719119;0.022102404;0.022097738;0.022259615;
0003.out;4;0.0228712;0.022334721;0.022704191;0.023094187;0.022844142;0.022420558;0.022169114;0.022615556;0.022814752;0.022752708;
0003.out;5;0.022448082;0.023047537;0.022276876;0.02266034;0.022852539;0.022801691;0.030253596;0.022622553;0.023363359;0.023124043;
0003.out;6;0.024052383;0.023066197;0.022356648;0.022619754;0.022969165;0.022378573;0.022387437;0.022110334;0.022936509;0.023061066;
0003.out;7;0.022959368;0.022967299;0.022365045;0.022442484;0.022235823;0.022549313;0.022041758;0.022355714;0.022080011;0.027441521;
0003.out;8;0.022962167;0.023034475;0.022275476;0.022713055;0.022744311;0.024323421;0.02365399;0.022156985;0.022159317;0.023285453;
0003.out;9;0.022598295;0.02263235;0.02208561;0.022988758;0.023620868;0.023202883;0.023498645;0.034148422;0.02364326;0.022920182;
0003.out;10;0.022518991;0.022850674;0.02723486;0.022351516;0.022302533;0.022808221;0.023073195;0.022463009;0.022337054;0.022401899;
0003.out;11;0.022697661;0.022213431;0.022110334;0.022347784;0.037409271;0.023208947;0.023235538;0.022884261;0.022488667;0.022176111;
0003.out;12;0.022658474;0.02242709;0.022324925;0.022523189;0.022869799;0.022200835;0.027213401;0.023861117;0.024132154;0.023061532;
0003.out;13;0.022551179;0.022567506;0.022420558;0.022314195;0.022494265;0.022230692;0.022560042;0.022227893;0.023033075;0.022614157;
0003.out;14;0.022243753;0.022369242;0.022413095;0.022548847;0.022136458;0.022125728;0.022032895;0.022545114;0.022284806;0.030149098;
0003.out;15;0.023273324;0.022559575;0.022327724;0.022854871;0.022360846;0.022702325;0.023222475;0.022763438;0.022907586;0.023157165;
0003.out;16;0.022665938;0.022602494;0.022853939;0.023311577;0.02285767;0.022603894;0.022307665;0.022705591;0.022681333;0.022780698;
0003.out;17;0.022891725;0.023135705;0.023046604;0.028469225;0.022758305;0.022857671;0.022278275;0.02248027;0.022598296;0.023674049;
0003.out;18;0.023481384;0.022749442;0.022506861;0.023002287;0.023016282;0.023253264;0.022593631;0.023246267;0.023542496;0.022818018;
0011.out;0;0.028419776;0.028890942;0.029072412;0.028309681;0.028192122;0.028960452;0.028172996;0.02805777;0.028210782;0.028398316;
0011.out;1;0.028516808;0.070643815;0.027602931;0.028012985;0.027768539;0.027777868;0.027915487;0.028098356;0.028086226;0.027955139;
0011.out;2;0.028186524;0.028608242;0.029521653;0.030319372;0.030262925;0.057774421;0.030171958;0.028804173;0.028847557;0.028607775;
0011.out;3;0.028299418;0.028207984;0.028774317;0.030124841;0.029854269;0.02975817;0.029675599;0.030030607;0.028551329;0.02902203;
0011.out;4;0.058872567;0.028553195;0.028862952;0.028502346;0.029292601;0.028724401;0.02774568;0.028031646;0.028821433;0.028754724;
0011.out;5;0.027983129;0.028495349;0.027883764;0.027779735;0.028718337;0.055955529;0.028014852;0.028109085;0.028030713;0.027629988;
0011.out;6;0.027734484;0.027700429;0.028523805;0.027990594;0.027712558;0.028381056;0.028010187;0.028404381;0.028389453;0.028910069;
0011.out;7;0.028102554;0.056113207;0.040873982;0.028375458;0.028757989;0.028628302;0.028157601;0.027625322;0.027949541;0.027413997;
