0001.out;0;0.233103643;0.25952679;0.263813477;0.261736143;0.247189675;0.225778161;0.211428556;0.22072501;0.226792803;0.231117277;
0001.out;1;0.260088458;0.228195575;0.247760207;0.258764059;0.269633558;0.223904688;0.26045233;0.262516602;0.254335554;0.22442857;
0001.out;2;0.251746934;0.253699712;0.210173664;0.244014195;0.24781712;0.22488201;0.260417342;0.268896485;0.226180752;0.246467529;
0001.out;3;0.252869338;0.21372048;0.217131077;0.246954091;0.205495582;0.224172461;0.190994829;0.276805095;0.256829941;0.240520094;
0001.out;4;0.278635649;0.222374094;0.222455732;0.233975536;0.209651183;0.229326375;0.215555234;0.235035895;0.23475646;0.212362959;
0001.out;5;0.230443182;0.228711526;0.241945724;0.239983616;0.273678597;0.218212429;0.26173801;0.262350993;0.255103417;0.273293267;
0001.out;6;0.230286903;0.260569888;0.236514707;0.276411367;0.236764286;0.279519671;0.263238747;0.26812629;0.213239517;0.252203639;
0001.out;7;0.240054525;0.260931427;0.229662257;0.262400909;0.221654282;0.265200388;0.225171707;0.27162319;0.238902731;0.271283576;
0001.out;8;0.238952646;0.257319301;0.236266995;0.242172444;0.230757604;0.261633046;0.241022051;0.237872695;0.221172385;0.25591653;
0001.out;9;0.230304164;0.219251796;0.194556107;0.216370679;0.196722076;0.196248576;0.219917028;0.209632055;0.232549905;0.2125295;
0001.out;10;0.226531095;0.202987666;0.241779183;0.211504595;0.238398443;0.206922612;0.247734082;0.29746694;0.240827052;0.304087072;
0001.out;11;0.283025434;0.306713012;0.257033802;0.2963534;0.283758309;0.290492733;0.288171419;0.24799579;0.267505842;0.239576826;
0001.out;12;0.257204076;0.256064411;0.225945634;0.241538468;0.2061053;0.226342161;0.211706591;0.235444551;0.220722677;0.213468103;
0001.out;13;0.235418427;0.212964747;0.236792742;0.218819815;0.229413611;0.258834501;0.218230622;0.255376787;0.192003874;0.191625074;
0001.out;14;0.227426312;0.223192806;0.256423151;0.231413973;0.237044653;0.241971848;0.221574044;0.256848134;0.22907773;0.227926403;
0002.out;0;0.255409908;0.223858038;0.226972406;0.213172341;0.215957358;0.225107797;0.205132643;0.222377827;0.25263702;0.228706394;
0002.out;1;0.255436499;0.210339739;0.237028792;0.246252472;0.247958936;0.240289175;0.232615215;0.22364438;0.257345426;0.20987697;
0003.out;0;0.258434708;0.224705206;0.332659394;0.214788304;0.221935582;0.321018766;0.198617475;0.310824762;0.199203868;0.216816654;
0003.out;1;0.231434032;0.23964027;0.306604317;0.209883967;0.282685355;0.199488434;0.206575068;0.303837493;0.192021134;0.29913282;
0003.out;2;0.207008448;0.287270603;0.232719245;0.319144827;0.253589617;0.222425876;0.292916212;0.216545151;0.317289548;0.240421662;
0003.out;3;0.322303046;0.238511802;0.325626874;0.240645583;0.229700044;0.283529723;0.236066865;0.260804072;0.211129061;0.25102059;
