clingo;
0001.out;0.287889129;0.452750813;0.174412426;0.187447489;0.191412775;0.219348919;0.174191303;0.204282696;0.184369027;0.212911159;
0003.out;0.059678028;0.061630815;0.060011113;0.060133803;0.059497491;0.059162075;0.138735111;0.060569051;0.05953621;0.059347743;
0007.out;0.213263837;0.285177805;0.217638247;0.225604275;0.295339202;0.219755243;0.554946975;0.219421694;0.215345379;0.246718259;
0009.out;0.127731675;0.131458577;0.129291664;0.165490066;0.128075488;0.127997115;0.126731489;0.150373926;0.130071193;0.134666727;
0010.out;0.081353683;0.073141342;0.073878885;0.077219523;0.072707493;0.073765058;0.073178196;0.072202735;0.080024613;0.076381681;
0013.out;0.134434408;0.108516362;0.10665781;0.100911876;0.102794221;0.123248568;0.103045667;0.114389651;0.101213704;0.103082054;
dlv;
dlv2;
0001.out;0.226483169;0.180438728;0.178464949;0.213497089;0.18029831;0.17748529;0.213918342;0.194427327;0.187989567;0.217045787;
0003.out;0.059970993;0.060455225;0.060396911;0.059690157;0.061115795;0.061378436;0.060468753;0.060135668;0.067958479;0.061199765;
0007.out;0.225114912;0.260447014;0.219227161;0.218988311;0.235783864;0.221013406;0.256184097;0.21774461;0.261114581;0.220773622;
0009.out;0.130179423;0.153472448;0.128146396;0.127536209;0.129200696;0.159409181;0.134232878;0.13231228;0.145643573;0.255172716;
0010.out;0.080323175;0.084130783;0.12615209;0.082056706;0.078676882;0.075672594;0.078082555;0.074144793;0.074438224;0.0740305;
0013.out;0.10385785;0.103299445;0.107031946;0.106863537;0.10424085;0.103595675;0.101675543;0.109821642;0.100848431;0.102644007;
